sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2020 PPR  1229805","2020 PPR  1229805","","12/02/2020","**","","729.16","0.00","NZD","0.00","2020","202008","PPR","1229805 ITR","","12/02/2020","12/02/2020","ACE.006683341.0000099","2020.PPR.1229805","","0.00","","CG Invoices to be received account"
"","2020 PPR  1240582","2020 PPR  1240582","","24/02/2020","**","","-1,045.26","0.00","NZD","0.00","2020","202008","PPR","1240582 ITR","","24/02/2020","24/02/2020","ACE.006667907.0000024","2020.PPR.1240582","","0.00","","CG Invoices to be received account"
"","2020 PPR  1240583","2020 PPR  1240583","","24/02/2020","**","","-304.60","0.00","NZD","0.00","2020","202008","PPR","1240583 ITR","","24/02/2020","24/02/2020","ACE.006667907.0000025","2020.PPR.1240583","","0.00","","CG Invoices to be received account"
"","2021 PPR  1304622","2021 PPR  1304622","","15/09/2020","**","","-547.08","0.00","NZD","0.00","2021","202103","PPR","1304622 ITR","","15/09/2020","15/09/2020","ACE.006694723.0000014","2021.PPR.1304622","","0.00","","CG Invoices to be received account"
"","2021 PPR  1304622","2021 PPR  1304622","","15/09/2020","**","","-39.26","0.00","NZD","0.00","2021","202103","PPR","1304622 ITR","","15/09/2020","15/09/2020","ACE.006694723.0000014.01","2021.PPR.1304622","","0.00","","CG Invoices to be received account"
"","2021 PPR  1310525","2021 PPR  1310525","","30/09/2020","**","","-216.75","0.00","NZD","0.00","2021","202103","PPR","1310525 ITR","","30/09/2020","30/09/2020","ACE.006699307.0000010","2021.PPR.1310525","","0.00","","CG Invoices to be received account"
"","2021 PPR  1312961","2021 PPR  1312961","","06/10/2020","**","","-6.80","0.00","NZD","0.00","2021","202104","PPR","1312961 ITR","","06/10/2020","06/10/2020","ACE.006736168.0000029","2021.PPR.1312961","","0.00","","CG Invoices to be received account"
"","2021 PPR  1339902","2021 PPR  1339902","","27/11/2020","**","","-185.22","0.00","NZD","0.00","2021","202105","PPR","1339902 ITR","","27/11/2020","27/11/2020","ACE.006747402.0000003","2021.PPR.1339902","","0.00","","CG Invoices to be received account"
"","2021 PPR  1339903","2021 PPR  1339903","","27/11/2020","**","","-207.83","0.00","NZD","0.00","2021","202105","PPR","1339903 ITR","","27/11/2020","27/11/2020","ACE.006747402.0000005","2021.PPR.1339903","","0.00","","CG Invoices to be received account"
"","2021 PPR  1344891","2021 PPR  1344891","","08/12/2020","**","","241.71","0.00","NZD","0.00","2021","202106","PPR","1344891 ITR","","08/12/2020","08/12/2020","ACE.006715118.0000138","2021.PPR.1344891","","0.00","","CG Invoices to be received account"
"","2021 PPR  1350337","2021 PPR  1350337","","21/12/2020","**","","-667.80","0.00","NZD","0.00","2021","202106","PPR","1350337 ITR","","21/12/2020","21/12/2020","ACE.006718483.0000014","2021.PPR.1350337","","0.00","","CG Invoices to be received account"
