sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2021 PPR  1428498","2021 PPR  1428498","","15/07/2021","**","","480.00","0.00","NZD","0.00","2021","202112","PPR","1428498 ITR","","16/06/2021","16/06/2021","ACE.006825444.0000032","2021.PPR.1428498","","0.00","","CG Invoices to be received account"
"","2021 PPR  1429859","2021 PPR  1429859","","15/07/2021","**","","1,500.00","0.00","NZD","0.00","2021","202112","PPR","1429859 ITR","","18/06/2021","18/06/2021","ACE.006825444.0000065","2021.PPR.1429859","","0.00","","CG Invoices to be received account"
"","2022 PPR  1460207","2022 PPR  1460207","","15/09/2021","**","","-9,869.73","0.00","NZD","0.00","2022","202202","PPR","1460207 ITR","","17/08/2021","17/08/2021","ACE.006846674.0000021","2022.PPR.1460207","","0.00","","CG Invoices to be received account"
"","2022 PPR  1460208","2022 PPR  1460208","","15/09/2021","**","","-9,869.73","0.00","NZD","0.00","2022","202202","PPR","1460208 ITR","","17/08/2021","17/08/2021","ACE.006846674.0000023","2022.PPR.1460208","","0.00","","CG Invoices to be received account"
"","2022 PPR  1460209","2022 PPR  1460209","","15/09/2021","**","","-9,869.73","0.00","NZD","0.00","2022","202202","PPR","1460209 ITR","","17/08/2021","17/08/2021","ACE.006846674.0000025","2022.PPR.1460209","","0.00","","CG Invoices to be received account"
"","2022 PPR  1460210","2022 PPR  1460210","","15/09/2021","**","","-9,869.73","0.00","NZD","0.00","2022","202202","PPR","1460210 ITR","","17/08/2021","17/08/2021","ACE.006846674.0000027","2022.PPR.1460210","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468307","2022 PPR  1468307","","15/10/2021","**","","-275.00","0.00","NZD","0.00","2022","202203","PPR","1468307 ITR","","20/09/2021","20/09/2021","ACE.006852055.0000002","2022.PPR.1468307","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468308","2022 PPR  1468308","","15/10/2021","**","","-275.00","0.00","NZD","0.00","2022","202203","PPR","1468308 ITR","","20/09/2021","20/09/2021","ACE.006852055.0000004","2022.PPR.1468308","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468309","2022 PPR  1468309","","15/10/2021","**","","-275.00","0.00","NZD","0.00","2022","202203","PPR","1468309 ITR","","20/09/2021","20/09/2021","ACE.006852055.0000006","2022.PPR.1468309","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468310","2022 PPR  1468310","","15/10/2021","**","","-275.00","0.00","NZD","0.00","2022","202203","PPR","1468310 ITR","","20/09/2021","20/09/2021","ACE.006852055.0000008","2022.PPR.1468310","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468325","2022 PPR  1468325","","15/10/2021","**","","-275.00","0.00","NZD","0.00","2022","202203","PPR","1468325 ITR","","20/09/2021","20/09/2021","ACE.006852064.0000002","2022.PPR.1468325","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468326","2022 PPR  1468326","","15/10/2021","**","","-275.00","0.00","NZD","0.00","2022","202203","PPR","1468326 ITR","","20/09/2021","20/09/2021","ACE.006852064.0000004","2022.PPR.1468326","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468327","2022 PPR  1468327","","15/10/2021","**","","-275.00","0.00","NZD","0.00","2022","202203","PPR","1468327 ITR","","20/09/2021","20/09/2021","ACE.006852064.0000006","2022.PPR.1468327","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468328","2022 PPR  1468328","","15/10/2021","**","","-275.00","0.00","NZD","0.00","2022","202203","PPR","1468328 ITR","","20/09/2021","20/09/2021","ACE.006852064.0000008","2022.PPR.1468328","","0.00","","CG Invoices to be received account"
"","2022 PPR  1504138","2022 PPR  1504138","","15/04/2022","**","","-1,500.00","0.00","NZD","0.00","2022","202209","PPR","1504138 ITR","","03/03/2022","03/03/2022","ACE.006870566.0000013","2022.PPR.1504138","","0.00","","CG Invoices to be received account"
"","2022 PPR  1504140","2022 PPR  1504140","","15/04/2022","**","","-1,500.00","0.00","NZD","0.00","2022","202209","PPR","1504140 ITR","","03/03/2022","03/03/2022","ACE.006870578.0000011","2022.PPR.1504140","","0.00","","CG Invoices to be received account"
