sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2021 PPR  1373148","2021 PPR  1373148","","15/03/2021","**","","-338.00","0.00","NZD","0.00","2021","202108","PPR","1373148 ITR","","26/02/2021","26/02/2021","ACE.006774371.0000020","2021.PPR.1373148","","0.00","","CG Invoices to be received account"
"","2021 PPR  1402120","2021 PPR  1402120","","15/05/2021","**","","-284.00","0.00","NZD","0.00","2021","202110","PPR","1402120 ITR","","28/04/2021","28/04/2021","ACE.006801668.0000017","2021.PPR.1402120","","0.00","","CG Invoices to be received account"
"","2021 PPR  1402127","2021 PPR  1402127","","15/05/2021","**","","-284.00","0.00","NZD","0.00","2021","202110","PPR","1402127 ITR","","28/04/2021","28/04/2021","ACE.006801664.0000016","2021.PPR.1402127","","0.00","","CG Invoices to be received account"
"","2021 PPR  1402129","2021 PPR  1402129","","15/05/2021","**","","-911.00","0.00","NZD","0.00","2021","202110","PPR","1402129 ITR","","28/04/2021","28/04/2021","ACE.006792709.0000030","2021.PPR.1402129","","0.00","","CG Invoices to be received account"
"","2021 PPR  1402133","2021 PPR  1402133","","15/05/2021","**","","-342.00","0.00","NZD","0.00","2021","202110","PPR","1402133 ITR","","28/04/2021","28/04/2021","ACE.006767039.0000021","2021.PPR.1402133","","0.00","","CG Invoices to be received account"
"","2021 PPR  1402140","2021 PPR  1402140","","15/05/2021","**","","-342.00","0.00","NZD","0.00","2021","202110","PPR","1402140 ITR","","28/04/2021","28/04/2021","ACE.006793811.0000032","2021.PPR.1402140","","0.00","","CG Invoices to be received account"
"","2021 PPR  1411668","2021 PPR  1411668","","15/06/2021","**","","-333.00","0.00","NZD","0.00","2021","202111","PPR","1411668 ITR","","14/05/2021","14/05/2021","ACE.006807275.0000018","2021.PPR.1411668","","0.00","","CG Invoices to be received account"
"","2021 PPR  1411669","2021 PPR  1411669","","15/06/2021","**","","-333.00","0.00","NZD","0.00","2021","202111","PPR","1411669 ITR","","14/05/2021","14/05/2021","ACE.006807275.0000020","2021.PPR.1411669","","0.00","","CG Invoices to be received account"
"","2021 PPR  1419830","2021 PPR  1419830","","15/06/2021","**","","-330.00","0.00","NZD","0.00","2021","202111","PPR","1419830 ITR","","31/05/2021","31/05/2021","ACE.006812762.0000018","2021.PPR.1419830","","0.00","","CG Invoices to be received account"
"","2021 PPR  1419925","2021 PPR  1419925","","15/06/2021","**","","-333.00","0.00","NZD","0.00","2021","202111","PPR","1419925 ITR","","31/05/2021","31/05/2021","ACE.006816051.0000018","2021.PPR.1419925","","0.00","","CG Invoices to be received account"
"","2021 PPR  1428557","2021 PPR  1428557","","15/07/2021","**","","-333.00","0.00","NZD","0.00","2021","202112","PPR","1428557 ITR","","16/06/2021","16/06/2021","ACE.006820100.0000014","2021.PPR.1428557","","0.00","","CG Invoices to be received account"
"","2021 PPR  1428558","2021 PPR  1428558","","15/07/2021","**","","-333.00","0.00","NZD","0.00","2021","202112","PPR","1428558 ITR","","16/06/2021","16/06/2021","ACE.006820104.0000012","2021.PPR.1428558","","0.00","","CG Invoices to be received account"
"","2021 PPR  1428563","2021 PPR  1428563","","15/07/2021","**","","-331.00","0.00","NZD","0.00","2021","202112","PPR","1428563 ITR","","16/06/2021","16/06/2021","ACE.006820249.0000014","2021.PPR.1428563","","0.00","","CG Invoices to be received account"
"","2021 PPR  1428577","2021 PPR  1428577","","15/07/2021","**","","-333.00","0.00","NZD","0.00","2021","202112","PPR","1428577 ITR","","16/06/2021","16/06/2021","ACE.006820254.0000013","2021.PPR.1428577","","0.00","","CG Invoices to be received account"
"","2021 PPR  1428580","2021 PPR  1428580","","15/07/2021","**","","-333.00","0.00","NZD","0.00","2021","202112","PPR","1428580 ITR","","16/06/2021","16/06/2021","ACE.006820146.0000016","2021.PPR.1428580","","0.00","","CG Invoices to be received account"
"","2021 PPR  1428582","2021 PPR  1428582","","15/07/2021","**","","-333.00","0.00","NZD","0.00","2021","202112","PPR","1428582 ITR","","16/06/2021","16/06/2021","ACE.006820206.0000011","2021.PPR.1428582","","0.00","","CG Invoices to be received account"
"","2021 PPR  1428588","2021 PPR  1428588","","15/07/2021","**","","-333.00","0.00","NZD","0.00","2021","202112","PPR","1428588 ITR","","16/06/2021","16/06/2021","ACE.006820196.0000011","2021.PPR.1428588","","0.00","","CG Invoices to be received account"
"","2021 PPR  1428590","2021 PPR  1428590","","15/07/2021","**","","-333.00","0.00","NZD","0.00","2021","202112","PPR","1428590 ITR","","16/06/2021","16/06/2021","ACE.006820108.0000011","2021.PPR.1428590","","0.00","","CG Invoices to be received account"
"","2021 PPR  1428592","2021 PPR  1428592","","15/07/2021","**","","-331.00","0.00","NZD","0.00","2021","202112","PPR","1428592 ITR","","16/06/2021","16/06/2021","ACE.006820265.0000009","2021.PPR.1428592","","0.00","","CG Invoices to be received account"
"","2021 PPR  1428593","2021 PPR  1428593","","15/07/2021","**","","-331.00","0.00","NZD","0.00","2021","202112","PPR","1428593 ITR","","16/06/2021","16/06/2021","ACE.006820213.0000011","2021.PPR.1428593","","0.00","","CG Invoices to be received account"
"","2022 PPR  1440480","2022 PPR  1440480","","15/08/2021","**","","-343.00","0.00","NZD","0.00","2022","202201","PPR","1440480 ITR","","09/07/2021","09/07/2021","ACE.006827807.0000012","2022.PPR.1440480","","0.00","","CG Invoices to be received account"
"","2022 PPR  1464584","2022 PPR  1464584","","15/10/2021","**","","-142.00","0.00","NZD","0.00","2022","202203","PPR","1464584 ITR","","03/09/2021","03/09/2021","ACE.006850659.0000008","2022.PPR.1464584","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466044","2022 PPR  1466044","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466044 ITR","","09/09/2021","09/09/2021","ACE.006850312.0000093","2022.PPR.1466044","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466045","2022 PPR  1466045","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466045 ITR","","09/09/2021","09/09/2021","ACE.006850312.0000089","2022.PPR.1466045","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466046","2022 PPR  1466046","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466046 ITR","","09/09/2021","09/09/2021","ACE.006850312.0000091","2022.PPR.1466046","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466047","2022 PPR  1466047","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466047 ITR","","09/09/2021","09/09/2021","ACE.006850312.0000095","2022.PPR.1466047","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466048","2022 PPR  1466048","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466048 ITR","","09/09/2021","09/09/2021","ACE.006850312.0000099","2022.PPR.1466048","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466049","2022 PPR  1466049","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466049 ITR","","09/09/2021","09/09/2021","ACE.006850312.0000097","2022.PPR.1466049","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466051","2022 PPR  1466051","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466051 ITR","","09/09/2021","09/09/2021","ACE.006850309.0000091","2022.PPR.1466051","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466052","2022 PPR  1466052","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466052 ITR","","09/09/2021","09/09/2021","ACE.006850309.0000095","2022.PPR.1466052","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466053","2022 PPR  1466053","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466053 ITR","","09/09/2021","09/09/2021","ACE.006850309.0000101","2022.PPR.1466053","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466054","2022 PPR  1466054","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466054 ITR","","09/09/2021","09/09/2021","ACE.006850309.0000103","2022.PPR.1466054","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466055","2022 PPR  1466055","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466055 ITR","","09/09/2021","09/09/2021","ACE.006850309.0000105","2022.PPR.1466055","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466056","2022 PPR  1466056","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466056 ITR","","09/09/2021","09/09/2021","ACE.006850309.0000107","2022.PPR.1466056","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466057","2022 PPR  1466057","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466057 ITR","","09/09/2021","09/09/2021","ACE.006850309.0000093","2022.PPR.1466057","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466058","2022 PPR  1466058","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466058 ITR","","09/09/2021","09/09/2021","ACE.006850309.0000109","2022.PPR.1466058","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466059","2022 PPR  1466059","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466059 ITR","","09/09/2021","09/09/2021","ACE.006850309.0000111","2022.PPR.1466059","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466060","2022 PPR  1466060","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466060 ITR","","09/09/2021","09/09/2021","ACE.006850309.0000097","2022.PPR.1466060","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466061","2022 PPR  1466061","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466061 ITR","","09/09/2021","09/09/2021","ACE.006850309.0000099","2022.PPR.1466061","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466062","2022 PPR  1466062","","15/10/2021","**","","-346.00","0.00","NZD","0.00","2022","202203","PPR","1466062 ITR","","09/09/2021","09/09/2021","ACE.006850309.0000113","2022.PPR.1466062","","0.00","","CG Invoices to be received account"
"","2022 PPR  1466070","2022 PPR  1466070","","15/10/2021","**","","-142.00","0.00","NZD","0.00","2022","202203","PPR","1466070 ITR","","09/09/2021","09/09/2021","ACE.006850236.0000028","2022.PPR.1466070","","0.00","","CG Invoices to be received account"
