sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2020 PPR  1170475","2020 PPR  1170475","","13/11/2019","**","","19,024.91","0.00","NZD","0.00","2020","202005","PPR","1170475 ITR","","13/11/2019","13/11/2019","ACE.006625624.0000010","2020.PPR.1170475","","0.00","","CG Invoices to be received account"
"","2020 PPR  1196600","2020 PPR  1196600","","13/12/2019","**","","11,452.32","0.00","NZD","0.00","2020","202006","PPR","1196600 ITR","","13/12/2019","13/12/2019","ACE.006625624.0000012","2020.PPR.1196600","","0.00","","CG Invoices to be received account"
"","2020 PPR  1206197","2020 PPR  1206197","","13/01/2020","**","","5,314.66","0.00","NZD","0.00","2020","202007","PPR","1206197 ITR","","13/01/2020","13/01/2020","ACE.006625624.0000016","2020.PPR.1206197","","0.00","","CG Invoices to be received account"
"","2020 PPR  1229750","2020 PPR  1229750","","12/02/2020","**","","13,275.77","0.00","NZD","0.00","2020","202008","PPR","1229750 ITR","","12/02/2020","12/02/2020","ACE.006625624.0000018","2020.PPR.1229750","","0.00","","CG Invoices to be received account"
"","2020 PPR  1234159","2020 PPR  1234159","","17/02/2020","**","","-181.67","0.00","NZD","0.00","2020","202008","PPR","1234159 ITR","","17/02/2020","17/02/2020","ACE.006659460.0000021","2020.PPR.1234159","","0.00","","CG Invoices to be received account"
"","2020 PPR  1234184","2020 PPR  1234184","","17/02/2020","**","","-458.37","0.00","NZD","0.00","2020","202008","PPR","1234184 ITR","","17/02/2020","17/02/2020","ACE.006664174.0000009","2020.PPR.1234184","","0.00","","CG Invoices to be received account"
"","2020 PPR  1234189","2020 PPR  1234189","","17/02/2020","**","","-411.89","0.00","NZD","0.00","2020","202008","PPR","1234189 ITR","","17/02/2020","17/02/2020","ACE.006641727.0000021","2020.PPR.1234189","","0.00","","CG Invoices to be received account"
"","2020 PPR  1234193","2020 PPR  1234193","","17/02/2020","**","","-551.68","0.00","NZD","0.00","2020","202008","PPR","1234193 ITR","","17/02/2020","17/02/2020","ACE.006634139.0000021","2020.PPR.1234193","","0.00","","CG Invoices to be received account"
"","2020 PPR  1234201","2020 PPR  1234201","","17/02/2020","**","","-919.56","0.00","NZD","0.00","2020","202008","PPR","1234201 ITR","","17/02/2020","17/02/2020","ACE.006615629.0000012","2020.PPR.1234201","","0.00","","CG Invoices to be received account"
"","2020 PPR  1234210","2020 PPR  1234210","","17/02/2020","**","","-202.77","0.00","NZD","0.00","2020","202008","PPR","1234210 ITR","","17/02/2020","17/02/2020","ACE.006655121.0000013","2020.PPR.1234210","","0.00","","CG Invoices to be received account"
