sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2020 PPR  1200740","2020 PPR  1200740","","19/12/2019","**","","-215.00","0.00","NZD","0.00","2020","202006","PPR","1200740 ITR","","19/12/2019","19/12/2019","ACE.006692056.0000002","2020.PPR.1200740","","0.00","","CG Invoices to be received account"
"","2020 PPR  1211859","2020 PPR  1211859","","21/01/2020","**","","-215.00","0.00","NZD","0.00","2020","202007","PPR","1211859 ITR","","21/01/2020","21/01/2020","ACE.006699708.0000002","2020.PPR.1211859","","0.00","","CG Invoices to be received account"
"","2020 PPR  1213013","2020 PPR  1213013","","22/01/2020","**","","-215.00","0.00","NZD","0.00","2020","202007","PPR","1213013 ITR","","22/01/2020","22/01/2020","ACE.006700540.0000002","2020.PPR.1213013","","0.00","","CG Invoices to be received account"
"","2020 PPR  1213021","2020 PPR  1213021","","22/01/2020","**","","-215.00","0.00","NZD","0.00","2020","202007","PPR","1213021 ITR","","22/01/2020","22/01/2020","ACE.006700555.0000002","2020.PPR.1213021","","0.00","","CG Invoices to be received account"
"","2020 PPR  1214413","2020 PPR  1214413","","23/01/2020","**","","-215.00","0.00","NZD","0.00","2020","202007","PPR","1214413 ITR","","23/01/2020","23/01/2020","ACE.006701653.0000002","2020.PPR.1214413","","0.00","","CG Invoices to be received account"
"","2020 PPR  1218720","2020 PPR  1218720","","29/01/2020","**","","-215.00","0.00","NZD","0.00","2020","202007","PPR","1218720 ITR","","29/01/2020","29/01/2020","ACE.006704143.0000009","2020.PPR.1218720","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227385","2020 PPR  1227385","","10/02/2020","**","","-638.04","0.00","NZD","0.00","2020","202008","PPR","1227385 ITR","","10/02/2020","10/02/2020","ACE.006705249.0000020","2020.PPR.1227385","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227386","2020 PPR  1227386","","10/02/2020","**","","-638.04","0.00","NZD","0.00","2020","202008","PPR","1227386 ITR","","10/02/2020","10/02/2020","ACE.006705249.0000021","2020.PPR.1227386","","0.00","","CG Invoices to be received account"
"","2020 PPR  1232443","2020 PPR  1232443","","14/02/2020","**","","-106.00","0.00","NZD","0.00","2020","202008","PPR","1232443 ITR","","14/02/2020","14/02/2020","ACE.006712697.0000002","2020.PPR.1232443","","0.00","","CG Invoices to be received account"
"","2020 PPR  1232480","2020 PPR  1232480","","14/02/2020","**","","-106.00","0.00","NZD","0.00","2020","202008","PPR","1232480 ITR","","14/02/2020","14/02/2020","ACE.006712629.0000004","2020.PPR.1232480","","0.00","","CG Invoices to be received account"
"","2020 PPR  1232481","2020 PPR  1232481","","14/02/2020","**","","-235.00","0.00","NZD","0.00","2020","202008","PPR","1232481 ITR","","14/02/2020","14/02/2020","ACE.006712629.0000006","2020.PPR.1232481","","0.00","","CG Invoices to be received account"
"","2020 PPR  1242880","2020 PPR  1242880","","26/02/2020","**","","-215.00","0.00","NZD","0.00","2020","202008","PPR","1242880 ITR","","26/02/2020","26/02/2020","ACE.006718464.0000002","2020.PPR.1242880","","0.00","","CG Invoices to be received account"
"","2020 PPR  1247717","2020 PPR  1247717","","03/03/2020","**","","-504.00","0.00","NZD","0.00","2020","202009","PPR","1247717 ITR","","03/03/2020","03/03/2020","ACE.006721147.0000004","2020.PPR.1247717","","0.00","","CG Invoices to be received account"
"","2020 PPR  1247719","2020 PPR  1247719","","03/03/2020","**","","-944.00","0.00","NZD","0.00","2020","202009","PPR","1247719 ITR","","03/03/2020","03/03/2020","ACE.006721147.0000007","2020.PPR.1247719","","0.00","","CG Invoices to be received account"
"","2020 PPR  1247721","2020 PPR  1247721","","03/03/2020","**","","-944.00","0.00","NZD","0.00","2020","202009","PPR","1247721 ITR","","03/03/2020","03/03/2020","ACE.006721147.0000010","2020.PPR.1247721","","0.00","","CG Invoices to be received account"
"","2020 PPR  1247741","2020 PPR  1247741","","03/03/2020","**","","-842.00","0.00","NZD","0.00","2020","202009","PPR","1247741 ITR","","03/03/2020","03/03/2020","ACE.006721148.0000009","2020.PPR.1247741","","0.00","","CG Invoices to be received account"
"","2020 PPR  1247742","2020 PPR  1247742","","03/03/2020","**","","-842.00","0.00","NZD","0.00","2020","202009","PPR","1247742 ITR","","03/03/2020","03/03/2020","ACE.006721148.0000010","2020.PPR.1247742","","0.00","","CG Invoices to be received account"
"","2020 PPR  1247743","2020 PPR  1247743","","03/03/2020","**","","-676.00","0.00","NZD","0.00","2020","202009","PPR","1247743 ITR","","03/03/2020","03/03/2020","ACE.006721148.0000012","2020.PPR.1247743","","0.00","","CG Invoices to be received account"
"","2020 PPR  1250866","2020 PPR  1250866","","06/03/2020","**","","-309.50","0.00","NZD","0.00","2020","202009","PPR","1250866 ITR","","06/03/2020","06/03/2020","ACE.006722932.0000002","2020.PPR.1250866","","0.00","","CG Invoices to be received account"
"","2020 PPR  1250982","2020 PPR  1250982","","06/03/2020","**","","-215.00","0.00","NZD","0.00","2020","202009","PPR","1250982 ITR","","06/03/2020","06/03/2020","ACE.006723054.0000004","2020.PPR.1250982","","0.00","","CG Invoices to be received account"
"","2020 PPR  1251231","2020 PPR  1251231","","06/03/2020","**","","-793.66","0.00","NZD","0.00","2020","202009","PPR","1251231 ITR","","06/03/2020","06/03/2020","ACE.006723295.0000002","2020.PPR.1251231","","0.00","","CG Invoices to be received account"
"","2020 PPR  1251233","2020 PPR  1251233","","06/03/2020","**","","-638.04","0.00","NZD","0.00","2020","202009","PPR","1251233 ITR","","06/03/2020","06/03/2020","ACE.006723297.0000002","2020.PPR.1251233","","0.00","","CG Invoices to be received account"
"","2020 PPR  1251235","2020 PPR  1251235","","06/03/2020","**","","-715.85","0.00","NZD","0.00","2020","202009","PPR","1251235 ITR","","06/03/2020","06/03/2020","ACE.006723297.0000006","2020.PPR.1251235","","0.00","","CG Invoices to be received account"
"","2020 PPR  1251236","2020 PPR  1251236","","06/03/2020","**","","-793.66","0.00","NZD","0.00","2020","202009","PPR","1251236 ITR","","06/03/2020","06/03/2020","ACE.006723297.0000009","2020.PPR.1251236","","0.00","","CG Invoices to be received account"
"","2020 PPR  1252691","2020 PPR  1252691","","09/03/2020","**","","-63.00","0.00","NZD","0.00","2020","202009","PPR","1252691 ITR","","09/03/2020","09/03/2020","ACE.006723978.0000004","2020.PPR.1252691","","0.00","","CG Invoices to be received account"
"","2020 PPR  1253592","2020 PPR  1253592","","10/03/2020","**","","-235.00","0.00","NZD","0.00","2020","202009","PPR","1253592 ITR","","10/03/2020","10/03/2020","ACE.006724279.0000002","2020.PPR.1253592","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254914","2020 PPR  1254914","","11/03/2020","**","","-881.87","0.00","NZD","0.00","2020","202009","PPR","1254914 ITR","","11/03/2020","11/03/2020","ACE.006725090.0000004","2020.PPR.1254914","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254915","2020 PPR  1254915","","11/03/2020","**","","-881.87","0.00","NZD","0.00","2020","202009","PPR","1254915 ITR","","11/03/2020","11/03/2020","ACE.006725090.0000005","2020.PPR.1254915","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254916","2020 PPR  1254916","","11/03/2020","**","","-881.87","0.00","NZD","0.00","2020","202009","PPR","1254916 ITR","","11/03/2020","11/03/2020","ACE.006725090.0000006","2020.PPR.1254916","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254935","2020 PPR  1254935","","11/03/2020","**","","-604.47","0.00","NZD","0.00","2020","202009","PPR","1254935 ITR","","11/03/2020","11/03/2020","ACE.006725092.0000004","2020.PPR.1254935","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254936","2020 PPR  1254936","","11/03/2020","**","","-607.47","0.00","NZD","0.00","2020","202009","PPR","1254936 ITR","","11/03/2020","11/03/2020","ACE.006725092.0000007","2020.PPR.1254936","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254937","2020 PPR  1254937","","11/03/2020","**","","-862.83","0.00","NZD","0.00","2020","202009","PPR","1254937 ITR","","11/03/2020","11/03/2020","ACE.006725092.0000010","2020.PPR.1254937","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254958","2020 PPR  1254958","","11/03/2020","**","","-342.90","0.00","NZD","0.00","2020","202009","PPR","1254958 ITR","","11/03/2020","11/03/2020","ACE.006725091.0000011","2020.PPR.1254958","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254959","2020 PPR  1254959","","11/03/2020","**","","-342.90","0.00","NZD","0.00","2020","202009","PPR","1254959 ITR","","11/03/2020","11/03/2020","ACE.006725091.0000012","2020.PPR.1254959","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254960","2020 PPR  1254960","","11/03/2020","**","","-342.90","0.00","NZD","0.00","2020","202009","PPR","1254960 ITR","","11/03/2020","11/03/2020","ACE.006725091.0000013","2020.PPR.1254960","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254961","2020 PPR  1254961","","11/03/2020","**","","-342.90","0.00","NZD","0.00","2020","202009","PPR","1254961 ITR","","11/03/2020","11/03/2020","ACE.006725091.0000014","2020.PPR.1254961","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254962","2020 PPR  1254962","","11/03/2020","**","","-342.90","0.00","NZD","0.00","2020","202009","PPR","1254962 ITR","","11/03/2020","11/03/2020","ACE.006725091.0000015","2020.PPR.1254962","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254963","2020 PPR  1254963","","11/03/2020","**","","-342.90","0.00","NZD","0.00","2020","202009","PPR","1254963 ITR","","11/03/2020","11/03/2020","ACE.006725091.0000016","2020.PPR.1254963","","0.00","","CG Invoices to be received account"
