sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2019 PUR   228635","2019 PUR   228635","","07/05/2019","**","","324.00","0.00","NZD","0.00","2019","201911","PUR","228635 VPA","","07/05/2019","07/05/2019","ACE.006546311.0000011","2019.PUR.0228635","","0.00","","CG Invoices to be received account"
"","2019 PUR   228635","2019 PUR   228635","","07/05/2019","**","","-324.00","0.00","NZD","0.00","2019","201911","PUR","228635 VPA","","07/05/2019","07/05/2019","ACE.006546311.0000013","2019.PUR.0228635","","0.00","","CG Invoices to be received account"
"","2020 PPR  1244513","2020 PPR  1244513","","27/02/2020","**","","-2,267.10","0.00","NZD","0.00","2020","202008","PPR","1244513 ITR","","27/02/2020","27/02/2020","ACE.006714776.0000066","2020.PPR.1244513","","0.00","","CG Invoices to be received account"
"","2020 PPR  1244514","2020 PPR  1244514","","27/02/2020","**","","-2,192.40","0.00","NZD","0.00","2020","202008","PPR","1244514 ITR","","27/02/2020","27/02/2020","ACE.006714776.0000067","2020.PPR.1244514","","0.00","","CG Invoices to be received account"
"","2020 PPR  1253677","2020 PPR  1253677","","10/03/2020","**","","2,336.40","0.00","NZD","0.00","2020","202009","PPR","1253677 ITR","","10/03/2020","10/03/2020","ACE.006714776.0000072","2020.PPR.1253677","","0.00","","CG Invoices to be received account"
"","2020 PPR  1253678","2020 PPR  1253678","","10/03/2020","**","","-2,336.47","0.00","NZD","0.00","2020","202009","PPR","1253678 ITR","","10/03/2020","10/03/2020","ACE.006714776.0000073","2020.PPR.1253678","","0.00","","CG Invoices to be received account"
"","2020 PPR  1253679","2020 PPR  1253679","","10/03/2020","**","","2,267.10","0.00","NZD","0.00","2020","202009","PPR","1253679 ITR","","10/03/2020","10/03/2020","ACE.006714776.0000074","2020.PPR.1253679","","0.00","","CG Invoices to be received account"
"","2020 PPR  1253680","2020 PPR  1253680","","10/03/2020","**","","-2,267.70","0.00","NZD","0.00","2020","202009","PPR","1253680 ITR","","10/03/2020","10/03/2020","ACE.006714776.0000075","2020.PPR.1253680","","0.00","","CG Invoices to be received account"
"","2020 PPR  1253681","2020 PPR  1253681","","10/03/2020","**","","2,192.40","0.00","NZD","0.00","2020","202009","PPR","1253681 ITR","","10/03/2020","10/03/2020","ACE.006714776.0000076","2020.PPR.1253681","","0.00","","CG Invoices to be received account"
"","2020 PPR  1253682","2020 PPR  1253682","","10/03/2020","**","","-2,192.11","0.00","NZD","0.00","2020","202009","PPR","1253682 ITR","","10/03/2020","10/03/2020","ACE.006714776.0000077","2020.PPR.1253682","","0.00","","CG Invoices to be received account"
"","2020 PPR  1262497","2020 PPR  1262497","","20/03/2020","**","","-985.42","0.00","NZD","0.00","2020","202009","PPR","1262497 ITR","","20/03/2020","20/03/2020","ACE.006712888.0000011","2020.PPR.1262497","","0.00","","CG Invoices to be received account"
"","2020 PPR  1265316","2020 PPR  1265316","","23/04/2020","**","","-151.22","0.00","NZD","0.00","2020","202010","PPR","1265316 ITR","","23/04/2020","23/04/2020","ACE.006710011.0000046","2020.PPR.1265316","","0.00","","CG Invoices to be received account"
"","2020 PPR  1265317","2020 PPR  1265317","","23/04/2020","**","","-2,227.89","0.00","NZD","0.00","2020","202010","PPR","1265317 ITR","","23/04/2020","23/04/2020","ACE.006720933.0000063","2020.PPR.1265317","","0.00","","CG Invoices to be received account"
"","2020 PPR  1265318","2020 PPR  1265318","","23/04/2020","**","","-1,142.64","0.00","NZD","0.00","2020","202010","PPR","1265318 ITR","","23/04/2020","23/04/2020","ACE.006720933.0000064","2020.PPR.1265318","","0.00","","CG Invoices to be received account"
"","2020 PPR  1265319","2020 PPR  1265319","","23/04/2020","**","","-769.92","0.00","NZD","0.00","2020","202010","PPR","1265319 ITR","","23/04/2020","23/04/2020","ACE.006720933.0000065","2020.PPR.1265319","","0.00","","CG Invoices to be received account"
"","2020 PPR  1265320","2020 PPR  1265320","","23/04/2020","**","","-173.38","0.00","NZD","0.00","2020","202010","PPR","1265320 ITR","","23/04/2020","23/04/2020","ACE.006719751.0000047","2020.PPR.1265320","","0.00","","CG Invoices to be received account"
"","2020 PPR  1265322","2020 PPR  1265322","","23/04/2020","**","","-394.88","0.00","NZD","0.00","2020","202010","PPR","1265322 ITR","","23/04/2020","23/04/2020","ACE.006719523.0000020","2020.PPR.1265322","","0.00","","CG Invoices to be received account"
"","2020 PPR  1265323","2020 PPR  1265323","","23/04/2020","**","","-214.59","0.00","NZD","0.00","2020","202010","PPR","1265323 ITR","","23/04/2020","23/04/2020","ACE.006720454.0000042","2020.PPR.1265323","","0.00","","CG Invoices to be received account"
"","2020 PPR  1265324","2020 PPR  1265324","","23/04/2020","**","","-214.59","0.00","NZD","0.00","2020","202010","PPR","1265324 ITR","","23/04/2020","23/04/2020","ACE.006720459.0000043","2020.PPR.1265324","","0.00","","CG Invoices to be received account"
"","2020 PPR  1265325","2020 PPR  1265325","","23/04/2020","**","","-1,147.74","0.00","NZD","0.00","2020","202010","PPR","1265325 ITR","","23/04/2020","23/04/2020","ACE.006720499.0000029","2020.PPR.1265325","","0.00","","CG Invoices to be received account"
"","2020 PPR  1267348","2020 PPR  1267348","","03/06/2020","**","","1,035.42","0.00","NZD","0.00","2020","202012","PPR","1267348 ITR","","03/06/2020","03/06/2020","ACE.006708269.0000034","2020.PPR.1267348","","0.00","","CG Invoices to be received account"
"","2020 PPR  1267349","2020 PPR  1267349","","03/06/2020","**","","8.54","0.00","NZD","0.00","2020","202012","PPR","1267349 ITR","","03/06/2020","03/06/2020","ACE.006708269.0000035.01","2020.PPR.1267349","","0.00","","CG Invoices to be received account"
"","2020 PPR  1272499","2020 PPR  1272499","","23/06/2020","**","","249.81","0.00","NZD","0.00","2020","202012","PPR","1272499 ITR","","23/06/2020","23/06/2020","ACE.006584418.0000047","2020.PPR.1272499","","0.00","","CG Invoices to be received account"
"","2020 PUR   299450","2020 PUR   299450","","23/03/2020","**","","985.40","0.00","NZD","0.00","2020","202009","PUR","299450 VPA","","23/03/2020","23/03/2020","ACE.006712106.0000009","2020.PUR.0299450","","0.00","","CG Invoices to be received account"
"","2021 PPR  1299988","2021 PPR  1299988","","02/09/2020","**","","-2,353.26","0.00","NZD","0.00","2021","202103","PPR","1299988 ITR","","02/09/2020","02/09/2020","ACE.006727450.0000033","2021.PPR.1299988","","0.00","","CG Invoices to be received account"
