sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2017 PUR    80625","2017 PUR    80625","","16/05/2017","**","","-5.00","0.00","NZD","0.00","2017","201711","PUR","80625 VPA","","16/05/2017","16/05/2017","ACE.006113586.0000015","2017.PUR.0080625","","0.00","","CG Invoices to be received account"
"","2017 PUR    80625","2017 PUR    80625","","16/05/2017","**","","-5.00","0.00","NZD","0.00","2017","201711","PUR","80625 VPA","","16/05/2017","16/05/2017","ACE.006113586.0000017","2017.PUR.0080625","","0.00","","CG Invoices to be received account"
"","2017 PUR    80633","2017 PUR    80633","","16/05/2017","**","","5.00","0.00","NZD","0.00","2017","201711","PUR","80633 VPA","","16/05/2017","16/05/2017","ACE.006113580.0000012","2017.PUR.0080633","","0.00","","CG Invoices to be received account"
"","2017 PUR    80633","2017 PUR    80633","","16/05/2017","**","","5.00","0.00","NZD","0.00","2017","201711","PUR","80633 VPA","","16/05/2017","16/05/2017","ACE.006113580.0000014","2017.PUR.0080633","","0.00","","CG Invoices to be received account"
"","2017 PUR    80667","2017 PUR    80667","","16/05/2017","**","","-55.00","0.00","NZD","0.00","2017","201711","PUR","80667 VPA","","16/05/2017","16/05/2017","ACE.006140148.0000016","2017.PUR.0080667","","0.00","","CG Invoices to be received account"
"","2018 PPR   695881","2018 PPR   695881","","08/05/2018","**","","-10,000.00","0.00","NZD","0.00","2018","201811","PPR","695881 ITR","","08/05/2018","08/05/2018","ACE.006400941.0000003","2018.PPR.0695881","","0.00","","CG Invoices to be received account"
"","2018 PUR    99063","2018 PUR    99063","","09/08/2017","**","","55.00","0.00","NZD","0.00","2018","201802","PUR","99063 VPA","","09/08/2017","09/08/2017","ACE.006113442.0000017","2018.PUR.0099063","","0.00","","CG Invoices to be received account"
"","2018 PUR   126710","2018 PUR   126710","","12/12/2017","**","","-60.00","0.00","NZD","0.00","2018","201806","PUR","126710 VPA","","12/12/2017","12/12/2017","ACE.006257577.0000032","2018.PUR.0126710","","0.00","","CG Invoices to be received account"
"","2018 PUR   126710","2018 PUR   126710","","12/12/2017","**","","-60.00","0.00","NZD","0.00","2018","201806","PUR","126710 VPA","","12/12/2017","12/12/2017","ACE.006257577.0000033","2018.PUR.0126710","","0.00","","CG Invoices to be received account"
"","2018 PUR   162010","2018 PUR   162010","","15/07/2018","**","","115.62","0.00","NZD","0.00","2018","201812","PUR","162010 VPA","","21/06/2018","21/06/2018","ACE.006326034.0000018","2018.PUR.0162010","","0.00","","CG Invoices to be received account"
"","2018 PUR   162010","2018 PUR   162010","","15/07/2018","**","","-231.24","0.00","NZD","0.00","2018","201812","PUR","162010 VPA","","21/06/2018","21/06/2018","ACE.006326034.0000019","2018.PUR.0162010","","0.00","","CG Invoices to be received account"
"","2018 PUR   162074","2018 PUR   162074","","15/07/2018","**","","60.00","0.00","NZD","0.00","2018","201812","PUR","162074 VPA","","21/06/2018","21/06/2018","ACE.006238505.0000018","2018.PUR.0162074","","0.00","","CG Invoices to be received account"
"","2018 PUR   162079","2018 PUR   162079","","15/07/2018","**","","60.00","0.00","NZD","0.00","2018","201812","PUR","162079 VCR","","21/06/2018","21/06/2018","ACE.006336464.0000036","2018.PUR.0162079","","0.00","","CG Invoices to be received account"
"","2019 PPR   995491","2019 PPR   995491","","15/06/2019","**","","-600.00","0.00","NZD","0.00","2019","201911","PPR","995491 ITR","","03/05/2019","03/05/2019","ACE.006573282.0000007","2019.PPR.0995491","","0.00","","CG Invoices to be received account"
"","2019 PUR   224452","2019 PUR   224452","","15/05/2019","**","","60.00","0.00","NZD","0.00","2019","201910","PUR","224452 VPA","","12/04/2019","12/04/2019","ACE.006535391.0000010","2019.PUR.0224452","","0.00","","CG Invoices to be received account"
"","2019 PUR   224452","2019 PUR   224452","","15/05/2019","**","","-60.00","0.00","NZD","0.00","2019","201910","PUR","224452 VPA","","12/04/2019","12/04/2019","ACE.006535391.0000011","2019.PUR.0224452","","0.00","","CG Invoices to be received account"
