sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2017 PUR    80677","2017 PUR    80677","","30/04/2017","**","","-219.00","0.00","NZD","0.00","2017","201711","PUR","80677 VPA","","30/04/2017","16/05/2017","ACE.006194118.0000024","2017.PUR.0080677","","0.00","","CG Invoices to be received account"
"","2017 PUR    88024","2017 PUR    88024","","31/05/2017","**","","219.00","0.00","NZD","0.00","2017","201712","PUR","88024 VPA","","31/05/2017","14/06/2017","ACE.006191422.0000012","2017.PUR.0088024","","0.00","","CG Invoices to be received account"
"","2018 PUR   122407","2018 PUR   122407","","15/11/2017","**","","-109.00","0.00","NZD","0.00","2018","201805","PUR","122407 VPA","","15/11/2017","23/11/2017","ACE.006306885.0000009","2018.PUR.0122407","","0.00","","CG Invoices to be received account"
"","2018 PUR   135907","2018 PUR   135907","","20/02/2018","**","","109.00","0.00","NZD","0.00","2018","201808","PUR","135907 VPA","","20/02/2018","20/02/2018","ACE.006303618.0000003","2018.PUR.0135907","","0.00","","CG Invoices to be received account"
"","2018 PUR   142143","2018 PUR   142143","","16/03/2018","**","","-139.00","0.00","NZD","0.00","2018","201809","PUR","142143 VPA","","16/03/2018","21/03/2018","ACE.006363234.0000015","2018.PUR.0142143","","0.00","","CG Invoices to be received account"
"","2019 PUR   177897","2019 PUR   177897","","15/10/2018","**","","139.00","0.00","NZD","0.00","2019","201903","PUR","177897 VPA","","03/09/2018","03/09/2018","ACE.006362032.0000004","2019.PUR.0177897","","0.00","","CG Invoices to be received account"
"","2019 PUR   218581","2019 PUR   218581","","15/04/2019","**","","129.60","0.00","NZD","0.00","2019","201909","PUR","218581 VPA","","15/03/2019","21/03/2019","ACE.006544456.0000004","2019.PUR.0218581","","0.00","","CG Invoices to be received account"
"","2019 PUR   218581","2019 PUR   218581","","15/04/2019","**","","-129.60","0.00","NZD","0.00","2019","201909","PUR","218581 VPA","","15/03/2019","21/03/2019","ACE.006544456.0000010","2019.PUR.0218581","","0.00","","CG Invoices to be received account"
"","2019 PUR   218581","2019 PUR   218581","","15/04/2019","**","","129.60","0.00","NZD","0.00","2019","201909","PUR","218581 VPA","","15/03/2019","21/03/2019","ACE.006545254.0000004","2019.PUR.0218581","","0.00","","CG Invoices to be received account"
"","2019 PUR   218581","2019 PUR   218581","","15/04/2019","**","","-129.60","0.00","NZD","0.00","2019","201909","PUR","218581 VPA","","15/03/2019","21/03/2019","ACE.006545254.0000023","2019.PUR.0218581","","0.00","","CG Invoices to be received account"
