sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2019 PPR   894148","2019 PPR   894148","","12/12/2018","**","","113.00","0.00","NZD","0.00","2019","201906","PPR","894148 ITR","","12/12/2018","12/12/2018","ACE.006447693.0000012","2019.PPR.0894148","","0.00","","CG Invoices to be received account"
"","2019 PPR   894149","2019 PPR   894149","","12/12/2018","**","","-67.80","0.00","NZD","0.00","2019","201906","PPR","894149 ITR","","12/12/2018","12/12/2018","ACE.006447693.0000013","2019.PPR.0894149","","0.00","","CG Invoices to be received account"
"","2019 PPR   924131","2019 PPR   924131","","11/02/2019","**","","160.53","0.00","NZD","0.00","2019","201908","PPR","924131 ITR","","11/02/2019","11/02/2019","ACE.006484458.0000016","2019.PPR.0924131","","0.00","","CG Invoices to be received account"
"","2020 PPR  1065093","2020 PPR  1065093","","22/07/2019","**","","-37.00","0.00","NZD","0.00","2020","202001","PPR","1065093 ITR","","22/07/2019","22/07/2019","ACE.006615058.0000002","2020.PPR.1065093","","0.00","","CG Invoices to be received account"
"","2020 PPR  1246785","2020 PPR  1246785","","02/03/2020","**","","-129.60","0.00","NZD","0.00","2020","202009","PPR","1246785 ITR","","02/03/2020","02/03/2020","ACE.006687222.0000012","2020.PPR.1246785","","0.00","","CG Invoices to be received account"
"","2020 PPR  1248987","2020 PPR  1248987","","04/03/2020","**","","-258.00","0.00","NZD","0.00","2020","202009","PPR","1248987 ITR","","04/03/2020","04/03/2020","ACE.006721859.0000005","2020.PPR.1248987","","0.00","","CG Invoices to be received account"
"","2020 PPR  1265132","2020 PPR  1265132","","14/04/2020","**","","73.20","0.00","NZD","0.00","2020","202010","PPR","1265132 ITR","","14/04/2020","14/04/2020","ACE.006531446.0000019","2020.PPR.1265132","","0.00","","CG Invoices to be received account"
"","2021 PPR  1294786","2021 PPR  1294786","","14/08/2020","**","","94.40","0.00","NZD","0.00","2021","202102","PPR","1294786 ITR","","14/08/2020","14/08/2020","ACE.006617742.0000008","2021.PPR.1294786","","0.00","","CG Invoices to be received account"
"","2021 PPR  1317452","2021 PPR  1317452","","15/10/2020","**","","250.82","0.00","NZD","0.00","2021","202104","PPR","1317452 ITR","","15/10/2020","15/10/2020","ACE.006700989.0000016","2021.PPR.1317452","","0.00","","CG Invoices to be received account"
"","2021 PPR  1317453","2021 PPR  1317453","","15/10/2020","**","","1,211.20","0.00","NZD","0.00","2021","202104","PPR","1317453 ITR","","15/10/2020","15/10/2020","ACE.006700989.0000017","2021.PPR.1317453","","0.00","","CG Invoices to be received account"
"","2021 PUR   320665","2021 PUR   320665","","15/10/2020","**","","94.40","0.00","NZD","0.00","2021","202106","PUR","320665 VPA","","15/10/2020","17/12/2020","ACE.006617742.0000004","2021.PUR.0320665","","0.00","","CG Invoices to be received account"
"","2023 PPR  1558398","2023 PPR  1558398","","16/07/2022","**","","-1,022.49","0.00","NZD","0.00","2023","202301","PPR","1558398 ITR","","16/07/2022","16/07/2022","ACE.006890409.0000017","2023.PPR.1558398","","0.00","","CG Invoices to be received account"
