sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2020 PPR  1245644","2020 PPR  1245644","","28/02/2020","**","","-450.00","0.00","NZD","0.00","2020","202008","PPR","1245644 ITR","","28/02/2020","28/02/2020","ACE.006719841.0000010","2020.PPR.1245644","","0.00","","CG Invoices to be received account"
"","2020 PPR  1261842","2020 PPR  1261842","","19/03/2020","**","","-210.70","0.00","NZD","0.00","2020","202009","PPR","1261842 ITR","","19/03/2020","19/03/2020","ACE.006724888.0000010","2020.PPR.1261842","","0.00","","CG Invoices to be received account"
"","2020 PPR  1267570","2020 PPR  1267570","","04/06/2020","**","","-70.00","0.00","NZD","0.00","2020","202012","PPR","1267570 ITR","","04/06/2020","04/06/2020","ACE.006727789.0000019","2020.PPR.1267570","","0.00","","CG Invoices to be received account"
"","2020 PPR  1267571","2020 PPR  1267571","","04/06/2020","**","","-70.00","0.00","NZD","0.00","2020","202012","PPR","1267571 ITR","","04/06/2020","04/06/2020","ACE.006727789.0000021","2020.PPR.1267571","","0.00","","CG Invoices to be received account"
"","2020 PPR  1268379","2020 PPR  1268379","","09/06/2020","**","","-336.00","0.00","NZD","0.00","2020","202012","PPR","1268379 ITR","","09/06/2020","09/06/2020","ACE.006729408.0000003","2020.PPR.1268379","","0.00","","CG Invoices to be received account"
"","2020 PPR  1269295","2020 PPR  1269295","","11/06/2020","**","","-318.00","0.00","NZD","0.00","2020","202012","PPR","1269295 ITR","","11/06/2020","11/06/2020","ACE.006729551.0000007","2020.PPR.1269295","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277568","2021 PPR  1277568","","07/07/2020","**","","-35.00","0.00","NZD","0.00","2021","202101","PPR","1277568 ITR","","07/07/2020","07/07/2020","ACE.006735317.0000017","2021.PPR.1277568","","0.00","","CG Invoices to be received account"
"","2021 PPR  1296949","2021 PPR  1296949","","21/08/2020","**","","-169.84","0.00","NZD","0.00","2021","202102","PPR","1296949 ITR","","21/08/2020","21/08/2020","ACE.006745288.0000016","2021.PPR.1296949","","0.00","","CG Invoices to be received account"
"","2021 PPR  1302864","2021 PPR  1302864","","10/09/2020","**","","-168.00","0.00","NZD","0.00","2021","202103","PPR","1302864 ITR","","10/09/2020","10/09/2020","ACE.006750223.0000005","2021.PPR.1302864","","0.00","","CG Invoices to be received account"
"","2021 PPR  1314175","2021 PPR  1314175","","08/10/2020","**","","-64.00","0.00","NZD","0.00","2021","202104","PPR","1314175 ITR","","08/10/2020","08/10/2020","ACE.006756345.0000020","2021.PPR.1314175","","0.00","","CG Invoices to be received account"
"","2021 PPR  1315907","2021 PPR  1315907","","13/10/2020","**","","-35.00","0.00","NZD","0.00","2021","202104","PPR","1315907 ITR","","13/10/2020","13/10/2020","ACE.006758129.0000009","2021.PPR.1315907","","0.00","","CG Invoices to be received account"
