sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2020 PPR  1237235","2020 PPR  1237235","","15/03/2020","**","","-963.60","0.00","NZD","0.00","2020","202008","PPR","1237235 ITR","","19/02/2020","19/02/2020","ACE.006666471.0000040","2020.PPR.1237235","","0.00","","CG Invoices to be received account"
"","2020 PPR  1237236","2020 PPR  1237236","","15/03/2020","**","","-963.60","0.00","NZD","0.00","2020","202008","PPR","1237236 ITR","","19/02/2020","19/02/2020","ACE.006666471.0000041","2020.PPR.1237236","","0.00","","CG Invoices to be received account"
"","2020 PPR  1237238","2020 PPR  1237238","","15/03/2020","**","","-963.60","0.00","NZD","0.00","2020","202008","PPR","1237238 ITR","","19/02/2020","19/02/2020","ACE.006711097.0000002","2020.PPR.1237238","","0.00","","CG Invoices to be received account"
"","2020 PPR  1237239","2020 PPR  1237239","","15/03/2020","**","","-963.60","0.00","NZD","0.00","2020","202008","PPR","1237239 ITR","","19/02/2020","19/02/2020","ACE.006711097.0000004","2020.PPR.1237239","","0.00","","CG Invoices to be received account"
"","2022 PPR  1491980","2022 PPR  1491980","","15/02/2022","**","","-418.10","0.00","NZD","0.00","2022","202207","PPR","1491980 ITR","","11/01/2022","11/01/2022","ACE.006794275.0000090","2022.PPR.1491980","","0.00","","CG Invoices to be received account"
"","2022 PPR  1491981","2022 PPR  1491981","","15/02/2022","**","","-328.50","0.00","NZD","0.00","2022","202207","PPR","1491981 ITR","","11/01/2022","11/01/2022","ACE.006794275.0000092","2022.PPR.1491981","","0.00","","CG Invoices to be received account"
"","2022 PPR  1491983","2022 PPR  1491983","","15/02/2022","**","","-418.10","0.00","NZD","0.00","2022","202207","PPR","1491983 ITR","","11/01/2022","11/01/2022","ACE.006854423.0000020","2022.PPR.1491983","","0.00","","CG Invoices to be received account"
"","2022 PPR  1491984","2022 PPR  1491984","","15/02/2022","**","","-328.50","0.00","NZD","0.00","2022","202207","PPR","1491984 ITR","","11/01/2022","11/01/2022","ACE.006854423.0000022","2022.PPR.1491984","","0.00","","CG Invoices to be received account"
"","2022 PPR  1491985","2022 PPR  1491985","","15/02/2022","**","","-152.30","0.00","NZD","0.00","2022","202207","PPR","1491985 ITR","","11/01/2022","11/01/2022","ACE.006857962.0000021","2022.PPR.1491985","","0.00","","CG Invoices to be received account"
"","2022 PPR  1491986","2022 PPR  1491986","","15/02/2022","**","","-119.70","0.00","NZD","0.00","2022","202207","PPR","1491986 ITR","","11/01/2022","11/01/2022","ACE.006857962.0000023","2022.PPR.1491986","","0.00","","CG Invoices to be received account"
"","2022 PPR  1492015","2022 PPR  1492015","","15/02/2022","**","","-119.70","0.00","NZD","0.00","2022","202207","PPR","1492015 ITR","","11/01/2022","11/01/2022","ACE.006857962.0000025","2022.PPR.1492015","","0.00","","CG Invoices to be received account"
"","2022 PPR  1492016","2022 PPR  1492016","","15/02/2022","**","","-152.30","0.00","NZD","0.00","2022","202207","PPR","1492016 ITR","","11/01/2022","11/01/2022","ACE.006857962.0000029","2022.PPR.1492016","","0.00","","CG Invoices to be received account"
"","2022 PPR  1492503","2022 PPR  1492503","","15/02/2022","**","","-1,557.00","0.00","NZD","0.00","2022","202207","PPR","1492503 ITR","","13/01/2022","13/01/2022","ACE.006825290.0000023","2022.PPR.1492503","","0.00","","CG Invoices to be received account"
"","2022 PPR  1492504","2022 PPR  1492504","","15/02/2022","**","","-1,223.40","0.00","NZD","0.00","2022","202207","PPR","1492504 ITR","","13/01/2022","13/01/2022","ACE.006825290.0000025","2022.PPR.1492504","","0.00","","CG Invoices to be received account"
"","2022 PPR  1494046","2022 PPR  1494046","","15/02/2022","**","","-849.06","0.00","NZD","0.00","2022","202207","PPR","1494046 ITR","","18/01/2022","18/01/2022","ACE.006856699.0000016","2022.PPR.1494046","","0.00","","CG Invoices to be received account"
"","2022 PPR  1494050","2022 PPR  1494050","","15/02/2022","**","","-421.00","0.00","NZD","0.00","2022","202207","PPR","1494050 ITR","","18/01/2022","18/01/2022","ACE.006861432.0000024","2022.PPR.1494050","","0.00","","CG Invoices to be received account"
"","2022 PPR  1494051","2022 PPR  1494051","","15/02/2022","**","","-535.80","0.00","NZD","0.00","2022","202207","PPR","1494051 ITR","","18/01/2022","18/01/2022","ACE.006861432.0000026","2022.PPR.1494051","","0.00","","CG Invoices to be received account"
"","2022 PPR  1494052","2022 PPR  1494052","","15/02/2022","**","","-421.00","0.00","NZD","0.00","2022","202207","PPR","1494052 ITR","","18/01/2022","18/01/2022","ACE.006861432.0000028","2022.PPR.1494052","","0.00","","CG Invoices to be received account"
"","2022 PPR  1494053","2022 PPR  1494053","","15/02/2022","**","","-535.80","0.00","NZD","0.00","2022","202207","PPR","1494053 ITR","","18/01/2022","18/01/2022","ACE.006861432.0000030","2022.PPR.1494053","","0.00","","CG Invoices to be received account"
"","2022 PPR  1498776","2022 PPR  1498776","","15/03/2022","**","","-720.50","0.00","NZD","0.00","2022","202208","PPR","1498776 ITR","","03/02/2022","03/02/2022","ACE.006841724.0000035","2022.PPR.1498776","","0.00","","CG Invoices to be received account"
"","2022 PPR  1498777","2022 PPR  1498777","","15/03/2022","**","","-566.10","0.00","NZD","0.00","2022","202208","PPR","1498777 ITR","","03/02/2022","03/02/2022","ACE.006841724.0000037","2022.PPR.1498777","","0.00","","CG Invoices to be received account"
"","2022 PPR  1502933","2022 PPR  1502933","","15/03/2022","**","","-373.50","0.00","NZD","0.00","2022","202208","PPR","1502933 ITR","","25/02/2022","25/02/2022","ACE.006867901.0000029","2022.PPR.1502933","","0.00","","CG Invoices to be received account"
"","2022 PPR  1502934","2022 PPR  1502934","","15/03/2022","**","","-475.30","0.00","NZD","0.00","2022","202208","PPR","1502934 ITR","","25/02/2022","25/02/2022","ACE.006867901.0000031","2022.PPR.1502934","","0.00","","CG Invoices to be received account"
"","2022 PPR  1507156","2022 PPR  1507156","","15/04/2022","**","","-1,099.50","0.00","NZD","0.00","2022","202209","PPR","1507156 ITR","","18/03/2022","18/03/2022","ACE.006860409.0000042","2022.PPR.1507156","","0.00","","CG Invoices to be received account"
"","2022 PPR  1507157","2022 PPR  1507157","","15/04/2022","**","","-1,099.50","0.00","NZD","0.00","2022","202209","PPR","1507157 ITR","","18/03/2022","18/03/2022","ACE.006860409.0000044","2022.PPR.1507157","","0.00","","CG Invoices to be received account"
