sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2020 PPR  1216577","2020 PPR  1216577","","15/02/2020","**","","-170.00","0.00","NZD","0.00","2020","202007","PPR","1216577 ITR","","27/01/2020","27/01/2020","ACE.006702700.0000002","2020.PPR.1216577","","0.00","","CG Invoices to be received account"
"","2020 PPR  1226308","2020 PPR  1226308","","15/03/2020","**","","-171.00","0.00","NZD","0.00","2020","202008","PPR","1226308 ITR","","07/02/2020","07/02/2020","ACE.006709144.0000002","2020.PPR.1226308","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227436","2020 PPR  1227436","","15/03/2020","**","","-50.00","0.00","NZD","0.00","2020","202008","PPR","1227436 ITR","","10/02/2020","10/02/2020","ACE.006709803.0000002","2020.PPR.1227436","","0.00","","CG Invoices to be received account"
"","2020 PPR  1232319","2020 PPR  1232319","","15/03/2020","**","","-220.00","0.00","NZD","0.00","2020","202008","PPR","1232319 ITR","","14/02/2020","14/02/2020","ACE.006712561.0000002","2020.PPR.1232319","","0.00","","CG Invoices to be received account"
"","2020 PPR  1239193","2020 PPR  1239193","","15/03/2020","**","","-170.00","0.00","NZD","0.00","2020","202008","PPR","1239193 ITR","","21/02/2020","21/02/2020","ACE.006716532.0000002","2020.PPR.1239193","","0.00","","CG Invoices to be received account"
"","2020 PPR  1242859","2020 PPR  1242859","","15/03/2020","**","","-170.00","0.00","NZD","0.00","2020","202008","PPR","1242859 ITR","","26/02/2020","26/02/2020","ACE.006718440.0000002","2020.PPR.1242859","","0.00","","CG Invoices to be received account"
"","2020 PPR  1242918","2020 PPR  1242918","","15/03/2020","**","","-170.00","0.00","NZD","0.00","2020","202008","PPR","1242918 ITR","","26/02/2020","26/02/2020","ACE.006718504.0000002","2020.PPR.1242918","","0.00","","CG Invoices to be received account"
"","2020 PPR  1242933","2020 PPR  1242933","","15/03/2020","**","","-170.00","0.00","NZD","0.00","2020","202008","PPR","1242933 ITR","","26/02/2020","26/02/2020","ACE.006718535.0000002","2020.PPR.1242933","","0.00","","CG Invoices to be received account"
"","2020 PPR  1243095","2020 PPR  1243095","","15/03/2020","**","","-170.00","0.00","NZD","0.00","2020","202008","PPR","1243095 ITR","","26/02/2020","26/02/2020","ACE.006717439.0000012","2020.PPR.1243095","","0.00","","CG Invoices to be received account"
"","2020 PPR  1243096","2020 PPR  1243096","","15/03/2020","**","","-170.00","0.00","NZD","0.00","2020","202008","PPR","1243096 ITR","","26/02/2020","26/02/2020","ACE.006717439.0000013","2020.PPR.1243096","","0.00","","CG Invoices to be received account"
"","2020 PPR  1244502","2020 PPR  1244502","","15/03/2020","**","","-170.00","0.00","NZD","0.00","2020","202008","PPR","1244502 ITR","","27/02/2020","27/02/2020","ACE.006719539.0000002","2020.PPR.1244502","","0.00","","CG Invoices to be received account"
"","2020 PPR  1247716","2020 PPR  1247716","","15/04/2020","**","","-614.00","0.00","NZD","0.00","2020","202009","PPR","1247716 ITR","","03/03/2020","03/03/2020","ACE.006721147.0000002","2020.PPR.1247716","","0.00","","CG Invoices to be received account"
"","2020 PPR  1247718","2020 PPR  1247718","","15/04/2020","**","","-614.00","0.00","NZD","0.00","2020","202009","PPR","1247718 ITR","","03/03/2020","03/03/2020","ACE.006721147.0000005","2020.PPR.1247718","","0.00","","CG Invoices to be received account"
"","2020 PPR  1247720","2020 PPR  1247720","","15/04/2020","**","","-320.00","0.00","NZD","0.00","2020","202009","PPR","1247720 ITR","","03/03/2020","03/03/2020","ACE.006721147.0000009","2020.PPR.1247720","","0.00","","CG Invoices to be received account"
"","2020 PPR  1247723","2020 PPR  1247723","","15/04/2020","**","","-462.00","0.00","NZD","0.00","2020","202009","PPR","1247723 ITR","","03/03/2020","03/03/2020","ACE.006721148.0000002","2020.PPR.1247723","","0.00","","CG Invoices to be received account"
"","2020 PPR  1247725","2020 PPR  1247725","","15/04/2020","**","","-462.00","0.00","NZD","0.00","2020","202009","PPR","1247725 ITR","","03/03/2020","03/03/2020","ACE.006721148.0000003","2020.PPR.1247725","","0.00","","CG Invoices to be received account"
"","2020 PPR  1247726","2020 PPR  1247726","","15/04/2020","**","","-362.00","0.00","NZD","0.00","2020","202009","PPR","1247726 ITR","","03/03/2020","03/03/2020","ACE.006721148.0000005","2020.PPR.1247726","","0.00","","CG Invoices to be received account"
"","2020 PPR  1248972","2020 PPR  1248972","","15/04/2020","**","","-170.00","0.00","NZD","0.00","2020","202009","PPR","1248972 ITR","","04/03/2020","04/03/2020","ACE.006722030.0000002","2020.PPR.1248972","","0.00","","CG Invoices to be received account"
"","2020 PPR  1251146","2020 PPR  1251146","","15/04/2020","**","","-437.44","0.00","NZD","0.00","2020","202009","PPR","1251146 ITR","","06/03/2020","06/03/2020","ACE.006721097.0000012","2020.PPR.1251146","","0.00","","CG Invoices to be received account"
"","2020 PPR  1252616","2020 PPR  1252616","","15/04/2020","**","","-539.00","0.00","NZD","0.00","2020","202009","PPR","1252616 ITR","","09/03/2020","09/03/2020","ACE.006723781.0000008","2020.PPR.1252616","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254448","2020 PPR  1254448","","15/04/2020","**","","-50.00","0.00","NZD","0.00","2020","202009","PPR","1254448 ITR","","11/03/2020","11/03/2020","ACE.006724819.0000004","2020.PPR.1254448","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254913","2020 PPR  1254913","","15/04/2020","**","","-1,155.46","0.00","NZD","0.00","2020","202009","PPR","1254913 ITR","","11/03/2020","11/03/2020","ACE.006725090.0000002","2020.PPR.1254913","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254918","2020 PPR  1254918","","15/04/2020","**","","-437.44","0.00","NZD","0.00","2020","202009","PPR","1254918 ITR","","11/03/2020","11/03/2020","ACE.006725091.0000002","2020.PPR.1254918","","0.00","","CG Invoices to be received account"
"","2020 PPR  1254934","2020 PPR  1254934","","15/04/2020","**","","-574.52","0.00","NZD","0.00","2020","202009","PPR","1254934 ITR","","11/03/2020","11/03/2020","ACE.006725092.0000002","2020.PPR.1254934","","0.00","","CG Invoices to be received account"
"","2020 PPR  1255522","2020 PPR  1255522","","15/04/2020","**","","-170.00","0.00","NZD","0.00","2020","202009","PPR","1255522 ITR","","12/03/2020","12/03/2020","ACE.006725207.0000002","2020.PPR.1255522","","0.00","","CG Invoices to be received account"
"","2020 PPR  1258551","2020 PPR  1258551","","15/04/2020","**","","-220.00","0.00","NZD","0.00","2020","202009","PPR","1258551 ITR","","16/03/2020","16/03/2020","ACE.006726110.0000008","2020.PPR.1258551","","0.00","","CG Invoices to be received account"
"","2020 PPR  1259572","2020 PPR  1259572","","15/04/2020","**","","-170.00","0.00","NZD","0.00","2020","202009","PPR","1259572 ITR","","17/03/2020","17/03/2020","ACE.006726414.0000002","2020.PPR.1259572","","0.00","","CG Invoices to be received account"
"","2020 PPR  1259758","2020 PPR  1259758","","15/04/2020","**","","-50.00","0.00","NZD","0.00","2020","202009","PPR","1259758 ITR","","17/03/2020","17/03/2020","ACE.006726446.0000002","2020.PPR.1259758","","0.00","","CG Invoices to be received account"
"","2020 PPR  1259779","2020 PPR  1259779","","15/04/2020","**","","-170.00","0.00","NZD","0.00","2020","202009","PPR","1259779 ITR","","17/03/2020","17/03/2020","ACE.006726448.0000002","2020.PPR.1259779","","0.00","","CG Invoices to be received account"
"","2020 PPR  1259784","2020 PPR  1259784","","15/04/2020","**","","-170.00","0.00","NZD","0.00","2020","202009","PPR","1259784 ITR","","17/03/2020","17/03/2020","ACE.006726439.0000006","2020.PPR.1259784","","0.00","","CG Invoices to be received account"
"","2020 PPR  1259791","2020 PPR  1259791","","15/04/2020","**","","-170.00","0.00","NZD","0.00","2020","202009","PPR","1259791 ITR","","17/03/2020","17/03/2020","ACE.006726450.0000002","2020.PPR.1259791","","0.00","","CG Invoices to be received account"
"","2020 PPR  1260333","2020 PPR  1260333","","15/04/2020","**","","-170.00","0.00","NZD","0.00","2020","202009","PPR","1260333 ITR","","18/03/2020","18/03/2020","ACE.006726482.0000002","2020.PPR.1260333","","0.00","","CG Invoices to be received account"
"","2020 PPR  1260418","2020 PPR  1260418","","15/04/2020","**","","-170.00","0.00","NZD","0.00","2020","202009","PPR","1260418 ITR","","18/03/2020","18/03/2020","ACE.006726499.0000002","2020.PPR.1260418","","0.00","","CG Invoices to be received account"
"","2020 PPR  1260604","2020 PPR  1260604","","15/04/2020","**","","-170.00","0.00","NZD","0.00","2020","202009","PPR","1260604 ITR","","18/03/2020","18/03/2020","ACE.006726539.0000002","2020.PPR.1260604","","0.00","","CG Invoices to be received account"
