sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2018 PPR   507905","2018 PPR   507905","","06/10/2017","**","","-79.00","0.00","NZD","0.00","2018","201804","PPR","507905 ITR","","06/10/2017","06/10/2017","ACE.006214954.0000012","2018.PPR.0507905","","0.00","","CG Invoices to be received account"
"","2018 PUR    94431","2018 PUR    94431","","18/07/2017","**","","950.74","0.00","NZD","0.00","2018","201801","PUR","94431 VPA","","18/07/2017","18/07/2017","ACE.006092095.0000030","2018.PUR.0094431","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","469.74","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086286.0000004","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","162.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086288.0000003","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","408.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086290.0000003","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","84.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086293.0000004","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","128.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086321.0000003","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","178.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086323.0000003","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","144.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086337.0000005","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","160.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086343.0000003","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","104.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086347.0000003","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","448.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086352.0000003","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","418.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086354.0000003","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","84.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086357.0000004","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","173.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086386.0000004","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","118.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086418.0000003","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","118.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086419.0000003","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","104.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086424.0000004","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","124.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086455.0000003","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","80.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086462.0000004","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
"","2018 PUR    94440","2018 PUR    94440","","18/07/2017","**","","138.00","0.00","NZD","0.00","2018","201801","PUR","94440 VPA","","18/07/2017","18/07/2017","ACE.006086471.0000003","2018.PUR.0094440","","0.00","","CG Invoices to be received account"
