sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2019 PPR  1033402","2019 PPR  1033402","","15/07/2019","**","","-681.11","0.00","TOP","-960.00","2019","201912","PPR","1033402 ITR","","14/06/2019","14/06/2019","ACE.006594871.0000009","2019.PPR.1033402","","0.00","","CG Invoices to be received account"
"","2019 PPR  1033408","2019 PPR  1033408","","15/07/2019","**","","-681.11","0.00","TOP","-960.00","2019","201912","PPR","1033408 ITR","","14/06/2019","14/06/2019","ACE.006594959.0000011","2019.PPR.1033408","","0.00","","CG Invoices to be received account"
"","2019 PPR  1033411","2019 PPR  1033411","","15/07/2019","**","","-681.11","0.00","TOP","-960.00","2019","201912","PPR","1033411 ITR","","14/06/2019","14/06/2019","ACE.006594935.0000008","2019.PPR.1033411","","0.00","","CG Invoices to be received account"
"","2023 PPR  1567322","2023 PPR  1567322","","15/09/2022","**","","-1,447.00","0.00","NZD","0.00","2023","202302","PPR","1567322 ITR","","05/08/2022","05/08/2022","ACE.006908781.0000064","2023.PPR.1567322","","0.00","","CG Invoices to be received account"
"","2023 PPR  1567324","2023 PPR  1567324","","15/09/2022","**","","-1,447.00","0.00","NZD","0.00","2023","202302","PPR","1567324 ITR","","05/08/2022","05/08/2022","ACE.006908781.0000066","2023.PPR.1567324","","0.00","","CG Invoices to be received account"
"","2023 PPR  1567326","2023 PPR  1567326","","15/09/2022","**","","-1,447.00","0.00","NZD","0.00","2023","202302","PPR","1567326 ITR","","05/08/2022","05/08/2022","ACE.006908781.0000068","2023.PPR.1567326","","0.00","","CG Invoices to be received account"
"","2023 PPR  1567328","2023 PPR  1567328","","15/09/2022","**","","-1,447.00","0.00","NZD","0.00","2023","202302","PPR","1567328 ITR","","05/08/2022","05/08/2022","ACE.006908781.0000070","2023.PPR.1567328","","0.00","","CG Invoices to be received account"
"","2023 PPR  1567336","2023 PPR  1567336","","15/09/2022","**","","-2,025.94","0.00","NZD","0.00","2023","202302","PPR","1567336 ITR","","05/08/2022","05/08/2022","ACE.006907828.0000024","2023.PPR.1567336","","0.00","","CG Invoices to be received account"
"","2023 PPR  1570591","2023 PPR  1570591","","15/09/2022","**","","-556.00","0.00","NZD","0.00","2023","202302","PPR","1570591 ITR","","12/08/2022","12/08/2022","ACE.006908781.0000081","2023.PPR.1570591","","0.00","","CG Invoices to be received account"
"","2023 PPR  1570592","2023 PPR  1570592","","15/09/2022","**","","-556.00","0.00","NZD","0.00","2023","202302","PPR","1570592 ITR","","12/08/2022","12/08/2022","ACE.006908781.0000083","2023.PPR.1570592","","0.00","","CG Invoices to be received account"
"","2023 PPR  1570593","2023 PPR  1570593","","15/09/2022","**","","-556.00","0.00","NZD","0.00","2023","202302","PPR","1570593 ITR","","12/08/2022","12/08/2022","ACE.006908781.0000085","2023.PPR.1570593","","0.00","","CG Invoices to be received account"
"","2023 PPR  1570594","2023 PPR  1570594","","15/09/2022","**","","-556.00","0.00","NZD","0.00","2023","202302","PPR","1570594 ITR","","12/08/2022","12/08/2022","ACE.006908781.0000087","2023.PPR.1570594","","0.00","","CG Invoices to be received account"
"","2023 PPR  1578033","2023 PPR  1578033","","15/09/2022","**","","-532.00","0.00","NZD","0.00","2023","202302","PPR","1578033 ITR","","31/08/2022","31/08/2022","ACE.006914278.0000024","2023.PPR.1578033","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600568","2023 PPR  1600568","","15/11/2022","**","","-1,220.00","0.00","NZD","0.00","2023","202304","PPR","1600568 ITR","","25/10/2022","25/10/2022","ACE.006927499.0000008","2023.PPR.1600568","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600569","2023 PPR  1600569","","15/11/2022","**","","-1,220.00","0.00","NZD","0.00","2023","202304","PPR","1600569 ITR","","25/10/2022","25/10/2022","ACE.006927499.0000010","2023.PPR.1600569","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600676","2023 PPR  1600676","","15/11/2022","**","","-1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600676 ITR","","25/10/2022","25/10/2022","ACE.006927590.0000017","2023.PPR.1600676","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600678","2023 PPR  1600678","","15/11/2022","**","","-1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600678 ITR","","25/10/2022","25/10/2022","ACE.006927590.0000019","2023.PPR.1600678","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600679","2023 PPR  1600679","","15/11/2022","**","","-1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600679 ITR","","25/10/2022","25/10/2022","ACE.006927590.0000021","2023.PPR.1600679","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600681","2023 PPR  1600681","","15/11/2022","**","","-1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600681 ITR","","25/10/2022","25/10/2022","ACE.006927590.0000023","2023.PPR.1600681","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600683","2023 PPR  1600683","","15/11/2022","**","","-1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600683 ITR","","25/10/2022","25/10/2022","ACE.006927590.0000025","2023.PPR.1600683","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600886","2023 PPR  1600886","","15/11/2022","**","","-1,878.72","0.00","NZD","0.00","2023","202304","PPR","1600886 ITR","","26/10/2022","26/10/2022","ACE.006927704.0000005","2023.PPR.1600886","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600927","2023 PPR  1600927","","15/11/2022","**","","-1,878.72","0.00","NZD","0.00","2023","202304","PPR","1600927 ITR","","26/10/2022","26/10/2022","ACE.006927738.0000008","2023.PPR.1600927","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600928","2023 PPR  1600928","","15/11/2022","**","","-1,878.72","0.00","NZD","0.00","2023","202304","PPR","1600928 ITR","","26/10/2022","26/10/2022","ACE.006927738.0000010","2023.PPR.1600928","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600947","2023 PPR  1600947","","15/11/2022","**","","1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600947 ITR","","26/10/2022","26/10/2022","ACE.006927590.0000065","2023.PPR.1600947","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600948","2023 PPR  1600948","","15/11/2022","**","","1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600948 ITR","","26/10/2022","26/10/2022","ACE.006927590.0000066","2023.PPR.1600948","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600949","2023 PPR  1600949","","15/11/2022","**","","1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600949 ITR","","26/10/2022","26/10/2022","ACE.006927590.0000067","2023.PPR.1600949","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600950","2023 PPR  1600950","","15/11/2022","**","","1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600950 ITR","","26/10/2022","26/10/2022","ACE.006927590.0000068","2023.PPR.1600950","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600956","2023 PPR  1600956","","15/11/2022","**","","-1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600956 ITR","","26/10/2022","26/10/2022","ACE.006927775.0000010","2023.PPR.1600956","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600957","2023 PPR  1600957","","15/11/2022","**","","-1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600957 ITR","","26/10/2022","26/10/2022","ACE.006927775.0000012","2023.PPR.1600957","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600958","2023 PPR  1600958","","15/11/2022","**","","-1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600958 ITR","","26/10/2022","26/10/2022","ACE.006927775.0000014","2023.PPR.1600958","","0.00","","CG Invoices to be received account"
"","2023 PPR  1600959","2023 PPR  1600959","","15/11/2022","**","","-1,876.62","0.00","NZD","0.00","2023","202304","PPR","1600959 ITR","","26/10/2022","26/10/2022","ACE.006927775.0000016","2023.PPR.1600959","","0.00","","CG Invoices to be received account"
"","2023 PPR  1603482","2023 PPR  1603482","","15/12/2022","**","","-1,200.00","0.00","NZD","0.00","2023","202305","PPR","1603482 ITR","","01/11/2022","01/11/2022","ACE.006928974.0000005","2023.PPR.1603482","","0.00","","CG Invoices to be received account"
"","2023 PPR  1603609","2023 PPR  1603609","","15/12/2022","**","","-1,950.00","0.00","NZD","0.00","2023","202305","PPR","1603609 ITR","","01/11/2022","01/11/2022","ACE.006928531.0000007","2023.PPR.1603609","","0.00","","CG Invoices to be received account"
