sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2020 PPR  1226178","2020 PPR  1226178","","15/03/2020","**","","-241.50","0.00","IDR","-2,100,000.00","2020","202008","PPR","1226178 ITR","","07/02/2020","07/02/2020","ACE.006698215.0000022","2020.PPR.1226178","","0.00","","CG Invoices to be received account"
"","2020 PPR  1226201","2020 PPR  1226201","","15/03/2020","**","","-241.50","0.00","IDR","-2,100,000.00","2020","202008","PPR","1226201 ITR","","07/02/2020","07/02/2020","ACE.006709045.0000008","2020.PPR.1226201","","0.00","","CG Invoices to be received account"
"","2020 PPR  1227568","2020 PPR  1227568","","15/03/2020","**","","-1,275.00","0.00","NZD","0.00","2020","202008","PPR","1227568 ITR","","10/02/2020","10/02/2020","ACE.006709666.0000006","2020.PPR.1227568","","0.00","","CG Invoices to be received account"
"","2020 PPR  1261724","2020 PPR  1261724","","15/04/2020","**","","-236.66","0.00","NZD","0.00","2020","202009","PPR","1261724 ITR","","19/03/2020","19/03/2020","ACE.006726471.0000007","2020.PPR.1261724","","0.00","","CG Invoices to be received account"
"","2020 PPR  1262489","2020 PPR  1262489","","15/04/2020","**","","-176.00","0.00","NZD","0.00","2020","202009","PPR","1262489 ITR","","20/03/2020","20/03/2020","ACE.006726471.0000012","2020.PPR.1262489","","0.00","","CG Invoices to be received account"
"","2020 PPR  1263363","2020 PPR  1263363","","15/04/2020","**","","-521.10","0.00","NZD","0.00","2020","202009","PPR","1263363 ITR","","24/03/2020","24/03/2020","ACE.006726471.0000017","2020.PPR.1263363","","0.00","","CG Invoices to be received account"
"","2020 PPR  1264255","2020 PPR  1264255","","15/04/2020","**","","-613.97","0.00","NZD","0.00","2020","202009","PPR","1264255 ITR","","27/03/2020","27/03/2020","ACE.006726471.0000022","2020.PPR.1264255","","0.00","","CG Invoices to be received account"
"","2020 PPR  1265777","2020 PPR  1265777","","15/06/2020","**","","-10,489.76","0.00","EUR","-5,760.00","2020","202011","PPR","1265777 ITR","","13/05/2020","13/05/2020","ACE.006693100.0000051","2020.PPR.1265777","","0.00","","CG Invoices to be received account"
"","2021 PPR  1277715","2021 PPR  1277715","","15/08/2020","**","","-288.85","0.00","IDR","-2,650,000.00","2021","202101","PPR","1277715 ITR","","07/07/2020","07/07/2020","ACE.006731429.0000030","2021.PPR.1277715","","0.00","","CG Invoices to be received account"
"","2021 PPR  1282678","2021 PPR  1282678","","15/08/2020","**","","-256.00","0.00","KRW","-196,020.00","2021","202101","PPR","1282678 ITR","","20/07/2020","20/07/2020","ACE.006736959.0000030","2021.PPR.1282678","","0.00","","CG Invoices to be received account"
"","2021 PPR  1282679","2021 PPR  1282679","","15/08/2020","**","","-256.00","0.00","KRW","-196,020.00","2021","202101","PPR","1282679 ITR","","20/07/2020","20/07/2020","ACE.006736959.0000032","2021.PPR.1282679","","0.00","","CG Invoices to be received account"
"","2021 PPR  1282680","2021 PPR  1282680","","15/08/2020","**","","-256.00","0.00","KRW","-196,020.00","2021","202101","PPR","1282680 ITR","","20/07/2020","20/07/2020","ACE.006736959.0000034","2021.PPR.1282680","","0.00","","CG Invoices to be received account"
"","2021 PPR  1303248","2021 PPR  1303248","","15/10/2020","**","","-3,578.54","0.00","EUR","-1,960.00","2021","202103","PPR","1303248 ITR","","11/09/2020","11/09/2020","ACE.006693100.0000057","2021.PPR.1303248","","0.00","","CG Invoices to be received account"
"","2021 PPR  1413227","2021 PPR  1413227","","15/06/2021","**","","-153.00","0.00","NZD","0.00","2021","202111","PPR","1413227 ITR","","18/05/2021","18/05/2021","ACE.006816356.0000010","2021.PPR.1413227","","0.00","","CG Invoices to be received account"
"","2021 PPR  1417542","2021 PPR  1417542","","15/06/2021","**","","-280.00","0.00","NZD","0.00","2021","202111","PPR","1417542 ITR","","26/05/2021","26/05/2021","ACE.006798887.0000004","2021.PPR.1417542","","0.00","","CG Invoices to be received account"
"","2021 PPR  1417543","2021 PPR  1417543","","15/06/2021","**","","-320.00","0.00","NZD","0.00","2021","202111","PPR","1417543 ITR","","26/05/2021","26/05/2021","ACE.006798887.0000002","2021.PPR.1417543","","0.00","","CG Invoices to be received account"
"","2021 PPR  1433846","2021 PPR  1433846","","15/07/2021","**","","-1,800.00","0.00","NZD","0.00","2021","202112","PPR","1433846 ITR","","25/06/2021","25/06/2021","ACE.006833001.0000006","2021.PPR.1433846","","0.00","","CG Invoices to be received account"
