sep=,
"#","Sort order","Sort order","Remarks","Due date","P","R","Amount local","Amount Euro","Curr.","Amount currency","Ledger year","Entry period","Journal code","Document Info","Text","Document date","Entry date","External reference","Internal reference","Unit code","Quantity","Free reference","Account type"
"","2021 PPR  1369133","2021 PPR  1369133","","15/03/2021","**","","-1,850.00","0.00","NZD","0.00","2021","202108","PPR","1369133 ITR","","18/02/2021","18/02/2021","ACE.006789668.0000001","2021.PPR.1369133","","0.00","","CG Invoices to be received account"
"","2021 PPR  1369142","2021 PPR  1369142","","15/03/2021","**","","-1,850.00","0.00","NZD","0.00","2021","202108","PPR","1369142 ITR","","18/02/2021","18/02/2021","ACE.006789682.0000001","2021.PPR.1369142","","0.00","","CG Invoices to be received account"
"","2022 PPR  1441536","2022 PPR  1441536","","15/08/2021","**","","-500.00","0.00","NZD","0.00","2022","202201","PPR","1441536 ITR","","12/07/2021","12/07/2021","ACE.006838012.0000001","2022.PPR.1441536","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468590","2022 PPR  1468590","","15/10/2021","**","","-400.00","0.00","NZD","0.00","2022","202203","PPR","1468590 ITR","","21/09/2021","21/09/2021","ACE.006852157.0000001","2022.PPR.1468590","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468595","2022 PPR  1468595","","15/10/2021","**","","-1,500.00","0.00","NZD","0.00","2022","202203","PPR","1468595 ITR","","21/09/2021","21/09/2021","ACE.006852146.0000001","2022.PPR.1468595","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468597","2022 PPR  1468597","","15/10/2021","**","","-1,500.00","0.00","NZD","0.00","2022","202203","PPR","1468597 ITR","","21/09/2021","21/09/2021","ACE.006852152.0000001","2022.PPR.1468597","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468601","2022 PPR  1468601","","15/10/2021","**","","-400.00","0.00","NZD","0.00","2022","202203","PPR","1468601 ITR","","21/09/2021","21/09/2021","ACE.006852163.0000001","2022.PPR.1468601","","0.00","","CG Invoices to be received account"
"","2022 PPR  1468603","2022 PPR  1468603","","15/10/2021","**","","-400.00","0.00","NZD","0.00","2022","202203","PPR","1468603 ITR","","21/09/2021","21/09/2021","ACE.006852165.0000001","2022.PPR.1468603","","0.00","","CG Invoices to be received account"
"","2022 PPR  1471221","2022 PPR  1471221","","15/10/2021","**","","-750.00","0.00","NZD","0.00","2022","202203","PPR","1471221 ITR","","30/09/2021","30/09/2021","ACE.006853227.0000001","2022.PPR.1471221","","0.00","","CG Invoices to be received account"
"","2022 PUR   356854","2022 PUR   356854","","15/04/2022","**","","-2,000.00","0.00","NZD","0.00","2022","202209","PUR","356854 VPA","","28/03/2022","28/03/2022","ACE.006866484.0000005","2022.PUR.0356854","","0.00","","CG Invoices to be received account"
"","2022 PUR   356854","2022 PUR   356854","","15/04/2022","**","","-1,000.00","0.00","NZD","0.00","2022","202209","PUR","356854 VPA","","28/03/2022","28/03/2022","ACE.006866484.0000007","2022.PUR.0356854","","0.00","","CG Invoices to be received account"
"","2022 PUR   358796","2022 PUR   358796","","15/05/2022","**","","-750.00","0.00","NZD","0.00","2022","202211","PUR","358796 VPA","","05/04/2022","09/05/2022","ACE.006853640.0000003","2022.PUR.0358796","","0.00","","CG Invoices to be received account"
"","2022 PUR   358796","2022 PUR   358796","","15/05/2022","**","","421.00","0.00","NZD","0.00","2022","202211","PUR","358796 VPA","","05/04/2022","09/05/2022","ACE.006853640.0000004","2022.PUR.0358796","","0.00","","CG Invoices to be received account"
